title,release_date,mpaa,runtime,rating,genres,number_reviews,production_budget,opening_weekend,gross,fb_likes
Now You See Me,31-May-13,PG-13,115,7.3,"Crime,Mystery,Thriller",496484,75000000,29254674,117698894,106000
Cloudy with a Chance of Meatballs 2,27-Sep-13,PG,95,6.5,"Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi",70173,78000000,34017930,119793567,15000
G.I. Joe: Retaliation,28-Mar-13,PG-13,110,5.8,"Action,Adventure,Sci-Fi,Thriller",153046,130000000,40501814,122512052,42000
Lone Survivor,10-Jan-14,R,121,7.5,"Action,Biography,Drama,Thriller,War",220991,40000000,84857,125069696,59000
The Wolverine,26-Jul-13,PG-13,126,6.7,"Action,Adventure,Sci-Fi,Thriller",359257,120000000,53113752,132550960,68000
Grown Ups 2,12-Jul-13,PG-13,101,5.4,Comedy,115485,80000000,41508572,133668525,14000
Percy Jackson: Sea of Monsters,7-Aug-13,PG,106,5.9,"Adventure,Family,Fantasy",92502,90000000,14401054,68558662,29000
The Best Man Holiday,15-Nov-13,R,123,6.7,"Comedy,Drama",12181,17000000,30107555,70492685,7000
The Smurfs 2,31-Jul-13,PG,105,5.4,"Animation,Adventure,Comedy,Family,Fantasy",29834,105000000,17548389,71017784,71000
Safe Haven,14-Feb-13,PG-13,115,6.7,"Drama,Romance,Thriller",85652,28000000,21401594,71346930,24000
Mama,18-Jan-13,PG-13,100,6.2,"Horror,Thriller",143367,20000000,28402310,71588220,58000
White House Down,28-Jun-13,PG-13,131,6.4,"Action,Drama,Thriller",174445,150000000,24852258,73103784,33000
2 Guns,2-Aug-13,R,109,6.7,"Action,Comedy,Crime,Thriller",166701,61000000,27059130,75573300,22000
Turbo,17-Jul-13,PG,96,6.5,"Animation,Adventure,Comedy,Family,Sci-Fi,Sport",66620,135000000,21312625,83024900,13000
Saving Mr. Banks,20-Dec-13,PG-13,125,7.5,"Biography,Comedy,Drama,Family,Music",126479,35000000,413373,83299761,40000
Insidious: Chapter 2,13-Sep-13,PG-13,106,6.6,"Horror,Mystery,Thriller",120218,5000000,40272103,83574831,35000
Oblivion,19-Apr-13,PG-13,124,7,"Action,Adventure,Mystery,Sci-Fi",413049,120000000,37054485,89021735,71000
The Lone Ranger,3-Jul-13,PG-13,150,6.5,"Action,Adventure,Western",192299,215000000,29210849,89289910,48000
Planes,9-Aug-13,PG,91,5.8,"Animation,Adventure,Comedy,Family",36839,50000000,22232291,90282580,12000
Elysium,9-Aug-13,R,109,6.6,"Action,Drama,Sci-Fi,Thriller",361697,115000000,29807393,93050117,61000
42,12-Apr-13,PG-13,128,7.5,"Biography,Drama,Sport",70101,40000000,27487144,95001343,28000
Identity Thief,8-Feb-13,R,111,5.7,"Comedy,Crime",103644,35000000,34551025,134455175,17000
The Incredible Burt Wonderstone,15-Mar-13,PG-13,100,5.9,Comedy,63079,30000000,10177257,22525921,13000
Don Jon,27-Sep-13,R,90,6.6,"Comedy,Drama,Romance",201106,3000000,8677009,24475193,33000
Escape Plan,18-Oct-13,R,115,6.7,"Action,Crime,Mystery,Sci-Fi,Thriller",189402,50000000,9885732,25121291,34000
Her,10-Jan-14,R,126,8,"Drama,Romance,Sci-Fi",394937,23000000,260382,25556065,152000
21 & Over,1-Mar-13,R,93,5.9,Comedy,63937,13000000,8754168,25675765,11000
The World's End,23-Aug-13,R,109,7,"Action,Comedy,Sci-Fi",202331,20000000,8790237,26003149,50000
The Host,29-Mar-13,PG-13,125,5.9,"Action,Adventure,Romance,Sci-Fi,Thriller",97421,40000000,10600112,26616999,43000
Rush,27-Sep-13,R,123,8.1,"Action,Biography,Drama,History,Sport",343077,38000000,187289,26903709,84000
Dallas Buyers Club,22-Nov-13,R,117,8,"Biography,Drama",355482,5000000,260865,27296514,66000
Oculus,11-Apr-14,R,104,6.5,"Horror,Mystery",93742,5000000,12005402,27689474,24000
Kick-Ass 2,16-Aug-13,R,103,6.6,"Action,Comedy,Crime",216515,28000000,13332955,28751715,36000
Grudge Match,25-Dec-13,PG-13,113,6.4,"Comedy,Drama,Sport",49421,40000000,7310000,29802761,12000
Delivery Man,22-Nov-13,PG-13,105,6.4,"Comedy,Drama",64115,26000000,7944977,30659817,86000
The Mortal Instruments: City of Bones,21-Aug-13,PG-13,130,5.9,"Action,Fantasy,Horror,Mystery,Romance",112958,60000000,9336957,31165421,44000
Scary Movie 5,12-Apr-13,PG-13,88,3.5,Comedy,53455,20000000,14157367,32014289,13000
Side Effects,8-Feb-13,R,106,7.1,"Crime,Drama,Thriller",155656,30000000,9303145,32154410,30000
The Lunchbox,20-Sep-13,PG,104,7.8,"Drama,Romance",35838,1000000,44542,4231500,17000
The Railway Man,23-May-14,R,116,7.1,"Biography,Drama,Romance,War",30537,18000000,61845,4435083,18000
Snowpiercer,11-Jul-14,R,126,7,"Action,Drama,Sci-Fi,Thriller",201894,39200000,171187,4563029,61000
The Wind Rises,21-Feb-14,PG-13,126,7.8,"Animation,Biography,Drama,History,Romance,War",50094,30000000,313751,5201879,19000
Closed Circuit,28-Aug-13,R,96,6.2,"Crime,Drama,Mystery,Thriller",18562,15000000,3116885,5733310,3000
The Bling Ring,21-Jun-13,R,90,5.6,"Biography,Crime,Drama",71733,8000000,212537,5841046,11000
All Is Lost,7-Nov-13,PG-13,106,6.9,"Action,Adventure,Drama",63517,9000000,93583,6262942,19000
The Grandmaster,30-Aug-13,PG-13,130,6.5,"Action,Biography,Drama,Romance,War",26160,38600000,132617,6594136,14000
The Spectacular Now,13-Sep-13,R,95,7.1,"Comedy,Drama,Romance",117066,2500000,197415,6851969,10000
Black Nativity,27-Nov-13,PG,93,4.4,"Drama,Family,Music,Musical",1740,17500000,3669530,7017178,18000
The Green Inferno,25-Sep-15,R,100,5.4,"Adventure,Horror",27006,6000000,3520626,7186670,13000
Machete Kills,11-Oct-13,R,107,5.6,"Action,Crime,Sci-Fi,Thriller",63107,20000000,3837183,7268659,48000
Paranoia,16-Aug-13,PG-13,106,5.7,"Drama,Thriller",30507,35000000,3528376,7376027,55000
Stalingrad,10-Oct-13,R,131,5.7,"Action,Drama,War",13035,30000000,510846,1013945,58000
Third Person,14-Nov-14,R,137,6.4,"Drama,Romance",22350,28000000,38856,1019038,59000
The Past,17-May-13,PG-13,130,7.8,"Drama,Mystery",36470,11000000,29270,1330596,17000
Prince Avalanche,19-Sep-13,R,94,6.4,"Comedy,Drama",16583,725000,36694,204951,3000
The Zero Theorem,19-Aug-14,R,107,6.1,"Drama,Fantasy,Sci-Fi",37755,8500000,83803,219438,15000
Blue Ruin,9-Jul-14,R,90,7.1,"Crime,Drama,Thriller",49926,1066167,32608,258113,82000
Life of Crime,29-Aug-14,R,98,5.8,"Comedy,Crime",13917,12000000,131422,261695,22000
The Face of Love,25-Oct-13,PG-13,92,6.2,"Drama,Romance",3869,4000000,24660,309427,14000
Jealousy,22-Aug-14,Not Rated,77,6.4,Drama,1218,4000000,5533,60426,216
Filth,24-Apr-14,R,97,7.1,"Comedy,Crime,Drama",82283,5000000,7526,34321,25000
Underdogs,6-Apr-13,PG,102,5.8,"Drama,Family,Sport",832,2500000,5371,34810,384
Redemption,28-Jun-13,R,100,6.2,"Action,Crime,Drama,Thriller",55556,20000000,19768,34956,91000
The Sacrament,1-May-14,R,99,6.1,"Horror,Thriller",13292,4000000,583,9039,28000
A Perfect Man,31-Oct-13,R,95,5.2,"Drama,Romance",1578,5000000,388,388,410
The Avengers,4-May-12,PG-13,143,8.1,"Action,Sci-Fi",1051844,220000000,207438708,623279547,123000
Battleship,18-May-12,PG-13,131,5.8,"Action,Adventure,Sci-Fi,Thriller",211407,209000000,25534825,65173160,44000
Looper,28-Sep-12,R,113,7.4,"Action,Crime,Drama,Sci-Fi,Thriller",455466,30000000,20801552,66468315,76000
Contraband,13-Jan-12,R,109,6.5,"Action,Crime,Drama,Thriller",105394,25000000,24349815,66489425,96000
This Is 40,21-Dec-12,R,134,6.2,"Comedy,Romance",108662,35000000,11579175,67523385,18000
Act of Valor,24-Feb-12,R,110,6.5,"Action,Adventure,Drama,Thriller,War",60252,12000000,24476632,70011073,15000
John Carter,9-Mar-12,PG-13,132,6.6,"Action,Adventure,Sci-Fi",221883,250000000,30180188,73058679,24000
Parental Guidance,25-Dec-12,PG,105,6.1,"Comedy,Family",22089,25000000,14554053,77264926,54000
Dark Shadows,11-May-12,PG-13,113,6.2,"Comedy,Fantasy,Horror",210794,150000000,29685274,79711678,82000
Wrath of the Titans,30-Mar-12,PG-13,99,5.8,"Action,Adventure,Fantasy",160179,150000000,33457188,83640426,19000
The Expendables 2,17-Aug-12,R,103,6.6,"Action,Adventure,Thriller",258797,100000000,28591370,85017401,108000
The Campaign,10-Aug-12,R,85,6.2,Comedy,111097,95000000,26588460,86897182,18000
Flight,2-Nov-12,R,138,7.3,"Drama,Thriller",277803,31000000,24900566,93749203,64000
Zero Dark Thirty,11-Jan-13,R,157,7.4,"Drama,History,Thriller",227986,40000000,417150,95720716,40000
Hope Springs,8-Aug-12,PG-13,100,6.3,"Comedy,Drama,Romance",36077,30000000,14650121,63536011,97000
Chronicle,3-Feb-12,PG-13,89,7.1,"Sci-Fi,Thriller",214261,12000000,22004098,64572496,33000
Mirror Mirror,30-Mar-12,PG,106,5.6,"Adventure,Comedy,Drama,Family,Fantasy",73983,85000000,18132085,64933670,18000
Pitch Perfect,5-Oct-12,PG-13,112,7.2,"Comedy,Music,Romance",228507,17000000,5149433,64998368,37000
Rise of the Guardians,21-Nov-12,PG,97,7.3,"Animation,Adventure,Family,Fantasy",131814,145000000,23773465,103400692,25000
Journey 2: The Mysterious Island,10-Feb-12,PG,94,5.8,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",72430,79000000,27335363,103812241,74000
The Bourne Legacy,10-Aug-12,PG-13,135,6.7,"Action,Adventure,Mystery,Romance,Thriller",246965,125000000,38142825,113165635,31000
Magic Mike,29-Jun-12,R,110,6.1,"Comedy,Drama",114370,7000000,39127170,113709992,54000
Life of Pi,21-Nov-12,PG,127,7.9,"Adventure,Drama,Fantasy",474979,120000000,22451514,124976634,123000
The Vow,10-Feb-12,PG-13,104,6.8,"Drama,Romance",157419,30000000,41202458,125014030,33000
Safe House,10-Feb-12,R,115,6.8,"Action,Crime,Mystery,Thriller",175557,85000000,40172720,126149655,19000
Prometheus,8-Jun-12,R,124,7,"Adventure,Mystery,Sci-Fi",493728,130000000,51050101,126464904,99000
Silver Linings Playbook,25-Dec-12,R,122,7.8,"Comedy,Drama,Romance",567810,21000000,443003,132088910,118000
Argo,12-Oct-12,R,120,7.7,"Biography,Drama,History,Thriller",484572,44500000,19458109,136019448,90000
21 Jump Street,16-Mar-12,R,110,7.2,"Action,Comedy,Crime",435342,42000000,36302612,138447667,38000
Taken 2,5-Oct-12,PG-13,92,6.3,"Action,Crime,Thriller",251824,45000000,49514769,139852971,63000
Man on a Ledge,27-Jan-12,PG-13,102,6.6,"Action,Crime,Thriller",129811,42000000,8001932,18600911,11000
The Impossible,4-Jan-13,PG-13,114,7.6,"Drama,Thriller",157803,45000000,143818,18996755,55000
Big Miracle,3-Feb-12,PG,107,6.5,"Biography,Drama,Romance",15947,40000000,7760205,20113965,6000
Premium Rush,24-Aug-12,PG-13,91,6.5,"Action,Crime,Thriller",99324,35000000,6300000,20275446,20000
The Place Beyond the Pines,19-Apr-13,R,140,7.3,"Crime,Drama,Thriller",202170,15000000,279457,21383298,48000
Mud,10-May-13,PG-13,130,7.4,Drama,143914,10000000,2215460,21589307,28000
Sparkle,17-Aug-12,PG-13,116,5.7,"Drama,Music",5296,17000000,11643342,24397469,35000
Alex Cross,19-Oct-12,PG-13,101,5.1,"Action,Crime,Mystery,Thriller",29414,35000000,11396768,25863915,11000
One for the Money,27-Jan-12,PG-13,91,5.3,"Action,Comedy,Crime,Romance,Thriller",35833,40000000,11515790,26404753,19000
Cloud Atlas,26-Oct-12,R,172,7.5,"Drama,Sci-Fi",300410,102000000,9612247,27098580,126000
The Five-Year Engagement,27-Apr-12,R,124,6.2,"Comedy,Romance",82300,30000000,10610060,28644770,11000
The Pirates! Band of Misfits,27-Apr-12,PG,88,6.7,"Animation,Adventure,Comedy,Family",38467,55000000,11137734,31051126,77000
House at the End of the Street,21-Sep-12,PG-13,101,5.6,"Drama,Horror,Thriller",61468,6900000,12287234,31607598,10000
The Watch,27-Jul-12,R,102,5.7,"Action,Comedy,Sci-Fi",108615,68000000,12750297,34350553,16000
Jab Tak Hai Jaan,13-Nov-12,Not Rated,198,6.9,"Drama,Family,Romance",45042,7217600,1283585,3047539,12000
Robot & Frank,19-Sep-12,PG-13,89,7.1,"Comedy,Crime,Drama,Sci-Fi",55022,2500000,35539,3325638,13000
Atlas Shrugged II: The Strike,12-Oct-12,PG-13,111,5.4,"Drama,Mystery,Sci-Fi",5862,10000000,1746025,3333823,33000
The Cold Light of Day,7-Sep-12,PG-13,93,4.9,"Action,Thriller",30413,20000000,1831588,3749061,48000
The Apparition,24-Aug-12,PG-13,83,4.1,"Horror,Thriller",16953,17000000,2955000,4930798,67000
The Company You Keep,26-Apr-13,R,125,6.4,"Drama,Thriller",27548,2000000,131718,5132442,6000
On the Road,23-May-12,R,124,6.1,"Adventure,Drama,Romance",35154,25000000,39550,717753,27000
Cosmopolis,25-May-12,R,109,5,Drama,39254,20500000,70339,743636,11000
What Maisie Knew,3-May-13,R,93,7.5,Drama,23209,6000000,21480,1065000,8000
Stolen,6-Sep-12,R,96,5.5,"Action,Crime,Drama,Thriller",38644,35000000,183125,183125,98000
Tim and Eric's Billion Dollar Movie,27-Jan-12,R,93,5.3,Comedy,8392,3000000,87475,200803,99000
My Uncle Rafael,21-Sep-12,PG-13,102,5.7,Comedy,180,1300000,109748,210156,52
Deadfall,9-Nov-12,R,95,6.3,"Crime,Drama,Thriller",34028,12000000,19391,65804,49000
30 Beats,16-Nov-12,R,88,4.1,"Comedy,Romance",804,1000000,8624,14686,148
The Samaritan,20-Apr-12,R,90,5.6,"Crime,Drama,Thriller",8052,12000000,1744,1744,16000
ATM,2-Mar-12,R,90,4.7,"Horror,Thriller",19890,3000000,2034,2034,45000
The Ghastly Love of Johnny X,3-Mar-12,Not Rated,106,5.7,"Comedy,Fantasy,Musical,Sci-Fi",362,2000000,86,2436,774
Harry Potter and the Deathly Hallows: Part 2,15-Jul-11,PG-13,130,8.1,"Adventure,Drama,Fantasy,Mystery",596460,125000000,169189427,380955619,45000
Gnomeo & Juliet,11-Feb-11,G,84,6,"Animation,Comedy,Family,Romance",44791,36000000,4755125.666,99808609,15000
Cowboys & Aliens,29-Jul-11,PG-13,119,6,"Action,Sci-Fi,Thriller,Western",180513,163000000,36431290,100215116,36000
Bad Teacher,24-Jun-11,R,92,5.7,Comedy,167824,20000000,31603106,100292856,16000
The Girl with the Dragon Tattoo,21-Dec-11,R,158,7.8,"Crime,Drama,Mystery,Thriller",350858,90000000,12750000,102515793,55000
Just Go with It,11-Feb-11,PG-13,117,6.4,"Comedy,Romance",183315,80000000,2628508.19,103028109,19000
Paranormal Activity 3,21-Oct-11,R,83,5.8,Horror,80061,5000000,52568183,104007828,24000
Green Lantern,17-Jun-11,PG-13,114,5.6,"Action,Adventure,Sci-Fi",233241,200000000,53174303,116593191,24000
Horrible Bosses,8-Jul-11,R,106,6.9,"Comedy,Crime",370611,35000000,28302165,117528646,31000
Rango,4-Mar-11,PG,107,7.2,"Animation,Adventure,Comedy,Family,Western",195553,135000000,2645212.966,123207194,26000
Super 8,10-Jun-11,PG-13,112,7.1,"Mystery,Sci-Fi,Thriller",300350,50000000,35451168,126975169,37000
Alvin and the Chipmunks: Chipwrecked,16-Dec-11,G,87,4.4,"Animation,Adventure,Comedy,Family,Fantasy,Music",24470,75000000,23244744,133103929,51000
Rio,15-Apr-11,G,96,6.9,"Animation,Adventure,Comedy,Family,Musical",175011,90000000,2447041.498,143618384,19000
No Strings Attached,21-Jan-11,R,108,6.2,"Comedy,Romance",179423,25000000,19652921,70625986,24000
Dolphin Tale,23-Sep-11,PG,113,6.9,"Drama,Family",18851,37000000,19152401,72279690,10000
Hugo,23-Nov-11,PG,126,7.5,"Adventure,Drama,Family,Fantasy,Mystery,Romance",260789,150000000,11364505,73820094,43000
Jack and Jill,11-Nov-11,PG,91,3.4,Comedy,64126,79000000,25003575,74158157,91000
Moneyball,23-Sep-11,PG-13,133,7.6,"Biography,Drama,Sport",299022,50000000,19501302,75605492,28000
We Bought a Zoo,23-Dec-11,PG,124,7.1,"Comedy,Drama,Family",117575,50000000,9450000,75621915,23000
Contagion,9-Sep-11,PG-13,106,6.6,"Drama,Thriller",187980,60000000,22403596,75638743,42000
The Adventures of Tintin,21-Dec-11,PG,107,7.4,"Animation,Action,Adventure,Family,Mystery",185777,135000000,9705000,77564037,44000
Tower Heist,4-Nov-11,PG-13,104,6.2,"Action,Comedy,Crime",115259,75000000,24025190,78009155,93000
Limitless,18-Mar-11,PG-13,105,7.4,"Mystery,Sci-Fi,Thriller",447710,27000000,18907302,79235468,66000
War Horse,25-Dec-11,PG-13,146,7.2,"Drama,War",123425,66000000,7512000,79883359,29000
The Descendants,9-Dec-11,R,115,7.3,"Comedy,Drama",212083,20000000,7345720,82624961,22000
Immortals,11-Nov-11,R,110,6,"Action,Drama,Fantasy,Romance",143574,75000000,32206425,83503161,30000
Battle Los Angeles,11-Mar-11,PG-13,116,5.8,"Action,Sci-Fi",159684,70000000,2894299.456,83552429,25000
Priest,13-May-11,PG-13,87,5.7,"Action,Fantasy,Horror,Sci-Fi,Thriller",101134,60000000,639324.1434,29136626,21000
The Iron Lady,13-Jan-12,PG-13,105,6.4,"Biography,Drama",87705,13000000,220409,29959436,18000
Extremely Loud & Incredibly Close,20-Jan-12,PG-13,129,6.9,"Adventure,Drama,Mystery",86452,40000000,110775,31836745,40000
Arthur,8-Apr-11,PG-13,110,5.7,"Comedy,Romance",46849,40000000,12222756,33015696,96000
The Rite,28-Jan-11,PG-13,114,6,"Drama,Horror,Mystery,Thriller",79259,37000000,14789393,33037754,24000
50/50,30-Sep-11,R,100,7.7,"Comedy,Drama,Romance",282995,8000000,8644095,34963967,40000
A Very Harold & Kumar 3D Christmas,4-Nov-11,R,90,6.3,"Adventure,Comedy",57951,19000000,12954142,35033759,21000
Drive,16-Sep-11,R,100,7.8,"Crime,Drama",465094,15000000,11340461,35054909,83000
Larry Crowne,1-Jul-11,PG-13,98,6.1,"Comedy,Drama,Romance",52667,30000000,16098795,35565975,82000
Sucker Punch,25-Mar-11,PG-13,110,6.1,"Action,Fantasy",205970,82000000,19058199,36381716,42000
Colombiana,26-Aug-11,PG-13,108,6.4,"Action,Crime,Drama,Thriller",80254,40000000,10408176,36665854,15000
The Change-Up,5-Aug-11,R,112,6.3,"Comedy,Fantasy",142549,52000000,13531115,37035845,13000
30 Minutes or Less,12-Aug-11,R,83,6.1,"Action,Comedy,Crime",81641,28000000,13330118,37053924,78000
A Dangerous Method,10-Nov-11,R,99,6.5,"Biography,Drama,Romance,Thriller",85750,21291000,167953,5702083,36000
A Separation,16-Mar-11,PG-13,123,8.4,"Drama,Mystery",167075,500000,59481,7098492,49000
Friends with Kids,16-Mar-12,R,107,6.2,"Comedy,Drama,Romance",37422,10000000,2017466,7250054,53000
Johnny English Reborn,21-Oct-11,PG,101,6.3,"Action,Adventure,Comedy,Crime",94596,45000000,3833300,8129455,17000
Bernie,22-Jun-12,PG-13,99,6.8,"Biography,Comedy,Crime,Drama",48894,5000000,85805,9203192,15000
Prom,29-Apr-11,PG,104,5.4,"Comedy,Drama",13337,8000000,4712638,10106233,25000
Straw Dogs,16-Sep-11,R,110,5.8,"Action,Drama,Thriller",28433,25000000,5123760,10324441,71000
Drive Angry,25-Feb-11,R,104,5.4,"Action,Fantasy,Thriller",84783,50000000,1051464.619,10706786,15000
Dark Horse,29-Jun-12,Not Rated,86,5.9,"Comedy,Drama",4756,2000000,13551,940430,12000
The Beaver,19-May-11,PG-13,91,6.7,Drama,42083,21000000,107577,958319,17000
Rampart,24-Feb-12,R,108,5.8,"Crime,Drama",20654,12000000,60446,969239,35000
Rockstar,11-Nov-11,Not Rated,159,7.6,"Drama,Music,Musical,Romance",29128,10920000,612235,985912,23000
From Up on Poppy Hill,16-Jul-11,PG,91,7.4,"Animation,Drama,Family",21749,22000000,57585,1000878,44000
There Be Dragons,25-Mar-11,PG-13,122,5.8,"Biography,Drama,War",4043,36000000,705537,1068392,2000
Kill the Irishman,11-May-12,R,106,7.1,"Biography,Crime,Drama",37292,12000000,145430,1187711,13000
Another Earth,12-Oct-11,PG-13,92,7,"Drama,Romance,Sci-Fi",77576,100000,77740,1316074,22000
Elles,1-Feb-12,NC-17,99,5.7,Drama,5262,5677600,24286,157427,12000
Restless,6-Apr-11,PG-13,91,6.8,"Drama,Romance",15738,15000000,15467,163141,53000
Touchback,13-Apr-12,PG-13,118,6.5,"Drama,Family,Fantasy,Sport",3344,5000000,66993,204068,17000
Margaret,1-Jun-12,R,150,6.5,Drama,13493,14000000,7525,46495,33000
Faust,15-Nov-13,Not Rated,140,6.6,"Drama,Fantasy",4306,11355200,10030,58104,13000
Goodbye First Love,6-Jul-11,Not Rated,110,6.6,"Drama,Romance",3832,5109840,21077,62890,729
Battle of the Brides,6-May-11,PG-13,100,6.3,Comedy,162,500000,23612,64302,11
Shaolin,27-Jan-11,R,131,6.9,"Action,Drama",16772,29000000,19132,64327,6000
Intruders,7-Oct-11,R,100,5.4,"Fantasy,Horror,Thriller",18362,13000000,40746,64727,35000
The Rabbi's Cat,1-Jun-11,Not Rated,100,7.2,"Animation,Comedy,Fantasy",2526,17742500,4301,16659,1000
Trespass,21-Oct-11,R,91,5.3,"Crime,Thriller",36199,35000000,16816,16816,54000
5 Days of War,6-Jun-11,R,113,5.6,"Action,Drama,War",12493,20000000,6254,17149,48000
"Love, Wedding, Marriage",24-Jun-11,PG-13,90,5,Comedy,8046,1200000,1378,1378,16000
Sidewalls,26-Oct-11,Unrated,95,7.6,"Comedy,Drama",11314,11000000,1304,1734,67000
Sleepless Night,11-May-12,Not Rated,103,6.7,"Action,Crime,Thriller",3851,3548500,2106,2106,926
Breathing,31-Aug-12,Not Rated,94,7,Drama,2402,1419400,949,3342,315
The Good Doctor,31-Aug-12,PG-13,91,5.6,"Drama,Thriller",5442,6000000,3180,4106,1000
Toy Story 3,18-Jun-10,G,103,8.3,"Animation,Adventure,Comedy,Family,Fantasy",592345,200000000,109000000,414984497,30000
RED,15-Oct-10,PG-13,111,7.1,"Action,Comedy,Crime,Thriller",251534,58000000,21761408,90356857,33000
Prince of Persia: The Sands of Time,28-May-10,PG-13,116,6.6,"Action,Adventure,Fantasy,Romance",234632,200000000,2091972.503,90755643,23000
The Town,17-Sep-10,R,125,7.6,"Crime,Drama,Thriller",296200,37000000,23808032,92173235,29000
The Fighter,17-Dec-10,R,116,7.8,"Action,Biography,Drama,Sport",291641,25000000,300010,93571803,36000
The Book of Eli,15-Jan-10,R,118,6.9,"Action,Adventure,Drama,Thriller",243066,80000000,1879787.126,94822707,21000
Sex and the City 2,27-May-10,R,146,4.3,"Comedy,Drama,Romance",62805,100000000,9372559.124,95328937,86000
The Social Network,1-Oct-10,PG-13,120,7.7,"Biography,Drama",513634,40000000,22445653,96917897,75000
Date Night,9-Apr-10,PG-13,88,6.3,"Comedy,Crime,Romance,Thriller",133839,55000000,25207599,98711404,73000
Due Date,5-Nov-10,R,95,6.6,"Comedy,Drama",284306,65000000,3579662.596,100448498,25000
The Expendables,13-Aug-10,R,103,6.5,"Action,Adventure,Thriller",285035,80000000,34825135,102981571,58000
The Chronicles of Narnia: The Voyage of the Dawn Treader,10-Dec-10,PG,113,6.3,"Adventure,Family,Fantasy",114398,155000000,3753648.044,104383624,11000
Robin Hood,14-May-10,PG-13,140,6.7,"Action,Adventure,Drama,History,Romance",222356,200000000,8773856.566,105219735,17000
Black Swan,17-Dec-10,R,108,8,"Drama,Thriller",585129,13000000,1443809,106952327,106000
Valentine's Day,12-Feb-10,PG-13,125,5.7,"Comedy,Romance",99729,52000000,5694885.239,110476776,91000
A Nightmare on Elm Street,30-Apr-10,R,95,5.2,"Horror,Mystery,Thriller",78997,35000000,32902299,63059655,11000
The Sorcerer's Apprentice,14-Jul-10,PG,109,6.1,"Action,Adventure,Family,Fantasy",131579,150000000,17619622,63143812,11000
The Bounty Hunter,19-Mar-10,PG-13,110,5.5,"Action,Comedy,Romance",102565,40000000,3135551.042,67061228,45000
The Tourist,10-Dec-10,PG-13,103,6,"Action,Crime,Romance,Thriller",187496,100000000,2046315.989,67631157,25000
Knight and Day,23-Jun-10,PG-13,109,6.3,"Action,Comedy,Romance",156021,117000000,20139985,76418654,11000
The A-Team,11-Jun-10,PG-13,117,6.8,"Action,Adventure,Comedy,Crime,Thriller",220262,110000000,25669455,77213489,21000
Eat Pray Love,13-Aug-10,PG-13,133,5.7,"Drama,Romance",68641,60000000,23104523,80574010,27000
Unstoppable,12-Nov-10,PG-13,98,6.8,"Action,Thriller",158474,100000000,22688457,81557479,18000
Paranormal Activity 2,22-Oct-10,R,91,5.7,Horror,86138,3000000,5744212.828,84749884,14000
Percy Jackson & the Olympians: The Lightning Thief,12-Feb-10,PG,118,5.9,"Adventure,Family,Fantasy",150149,95000000,2292763.205,88761720,91000
Salt,23-Jul-10,PG-13,100,6.4,"Action,Crime,Mystery,Thriller",257108,110000000,36011243,118311368,23000
The Other Guys,6-Aug-10,PG-13,107,6.7,"Action,Comedy,Crime",201298,100000000,35543162,119219978,16000
Shutter Island,19-Feb-10,R,138,8.1,"Mystery,Thriller",864494,80000000,41062440,127968405,55000
Machete,3-Sep-10,R,105,6.6,"Action,Crime,Thriller",171746,10500000,14102888,26589953,44000
Nanny McPhee Returns,20-Aug-10,PG,109,6.1,"Comedy,Family,Fantasy",21281,35000000,3946878.408,28995450,22000
The Debt,31-Aug-11,R,113,6.9,"Drama,Thriller",57468,20000000,9949109,31146570,84000
Scott Pilgrim vs. the World,13-Aug-10,PG-13,112,7.5,"Action,Comedy,Fantasy,Romance",294841,60000000,10609795,31494270,36000
Love & Other Drugs,24-Nov-10,R,112,6.7,"Comedy,Drama,Romance",152542,30000000,9739161,32357532,25000
When in Rome,29-Jan-10,PG-13,91,5.5,"Comedy,Romance",53302,55000000,12350041,32669555,45000
Hereafter,22-Oct-10,PG-13,129,6.5,"Drama,Fantasy",82713,50000000,220322,32741596,16000
Devil,17-Sep-10,PG-13,80,6.3,"Horror,Mystery,Thriller",110784,10000000,12289375,33583175,17000
Everything Must Go,14-Oct-11,R,97,6.4,"Comedy,Drama",42885,5000000,791677,2711210,62000
Another Year,4-Feb-11,PG-13,129,7.3,"Comedy,Drama",24620,15258000,542614.1508,3205244,55000
The Runaways,19-Mar-10,R,106,6.6,"Biography,Drama,Music",41159,10000000,805115,3571735,98000
Of Gods and Men,25-Mar-11,PG-13,122,7.2,"Drama,History",13049,5162800,90600.4782,3950029,68000
My Name Is Khan,12-Feb-10,PG-13,165,8,"Adventure,Drama,Romance,Thriller",79319,12000000,1428841.513,4018695,28000
The Company Men,11-Feb-11,R,104,6.8,Drama,38285,15000000,647797,4439063,73000
The Warrior's Way,3-Dec-10,R,100,6.3,"Action,Fantasy,Western",23036,45000000,160802.5362,5664251,67000
Beginners,9-Jun-11,R,105,7.2,"Comedy,Drama,Romance",77792,3200000,141340,5776314,16000
It's Kind of a Funny Story,8-Oct-10,PG-13,101,7.1,"Comedy,Drama,Romance",114368,8000000,2013406,6350058,20000
Winter's Bone,16-Jul-10,R,100,7.2,Drama,117115,2000000,84887,6531491,20000
The Virginity Hit,24-Sep-10,R,86,4.6,Comedy,3575,3400000,301885,535249,980
